message_id,variant_filename,vocab_type,codepoint,salt_mode,fragment_max_positions,n_insert_subject,n_insert_body,body_part_found,subject_targets,body_targets
00004.eac8de8d759b7e74154f142194282724,00004__salted__extended__cp200D__single.eac8de8d759b7e74154f142194282724,extended,200D,single,,0,3,True,[],"[{""original_token"": ""Click"", ""salted_token"": ""Cl‍ick"", ""start"": 1246, ""end"": 1251, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Removal"", ""salted_token"": ""Re‍moval"", ""start"": 2542, ""end"": 2549, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""advertisement"", ""salted_token"": ""ad‍vertisement"", ""start"": 2588, ""end"": 2601, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00004.eac8de8d759b7e74154f142194282724,00004__salted__extended__cp00AD__single.eac8de8d759b7e74154f142194282724,extended,00AD,single,,0,3,True,[],"[{""original_token"": ""Click"", ""salted_token"": ""Cl­ick"", ""start"": 1246, ""end"": 1251, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Removal"", ""salted_token"": ""Re­moval"", ""start"": 2542, ""end"": 2549, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""advertisement"", ""salted_token"": ""ad­vertisement"", ""start"": 2588, ""end"": 2601, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00009.1e1a8cb4b57532ab38aa23287523659d,00009__salted__extended__cp200B__single.1e1a8cb4b57532ab38aa23287523659d,extended,200B,single,,0,3,True,[],"[{""original_token"": ""DEAR"", ""salted_token"": ""DE​AR"", ""start"": 1, ""end"": 5, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""SIR"", ""salted_token"": ""SI​R"", ""start"": 6, ""end"": 9, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""USD"", ""salted_token"": ""US​D"", ""start"": 67, ""end"": 70, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00009.1e1a8cb4b57532ab38aa23287523659d,00009__salted__extended__cp200C__single.1e1a8cb4b57532ab38aa23287523659d,extended,200C,single,,0,3,True,[],"[{""original_token"": ""DEAR"", ""salted_token"": ""DE‌AR"", ""start"": 1, ""end"": 5, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""SIR"", ""salted_token"": ""SI‌R"", ""start"": 6, ""end"": 9, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""USD"", ""salted_token"": ""US‌D"", ""start"": 67, ""end"": 70, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00009.1e1a8cb4b57532ab38aa23287523659d,00009__salted__extended__cp200D__single.1e1a8cb4b57532ab38aa23287523659d,extended,200D,single,,0,3,True,[],"[{""original_token"": ""DEAR"", ""salted_token"": ""DE‍AR"", ""start"": 1, ""end"": 5, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""SIR"", ""salted_token"": ""SI‍R"", ""start"": 6, ""end"": 9, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""USD"", ""salted_token"": ""US‍D"", ""start"": 67, ""end"": 70, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00009.1e1a8cb4b57532ab38aa23287523659d,00009__salted__extended__cp00AD__single.1e1a8cb4b57532ab38aa23287523659d,extended,00AD,single,,0,3,True,[],"[{""original_token"": ""DEAR"", ""salted_token"": ""DE­AR"", ""start"": 1, ""end"": 5, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""SIR"", ""salted_token"": ""SI­R"", ""start"": 6, ""end"": 9, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""USD"", ""salted_token"": ""US­D"", ""start"": 67, ""end"": 70, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00024.6b5437b14d403176c3f046c871b5b52f,00024__salted__extended__cp200B__single.6b5437b14d403176c3f046c871b5b52f,extended,200B,single,,0,3,True,[],"[{""original_token"": ""Fees"", ""salted_token"": ""Fe​es"", ""start"": 185, ""end"": 189, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""receive"", ""salted_token"": ""re​ceive"", ""start"": 433, ""end"": 440, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""receive"", ""salted_token"": ""re​ceive"", ""start"": 474, ""end"": 481, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00024.6b5437b14d403176c3f046c871b5b52f,00024__salted__extended__cp200C__single.6b5437b14d403176c3f046c871b5b52f,extended,200C,single,,0,3,True,[],"[{""original_token"": ""Fees"", ""salted_token"": ""Fe‌es"", ""start"": 185, ""end"": 189, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""receive"", ""salted_token"": ""re‌ceive"", ""start"": 433, ""end"": 440, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""receive"", ""salted_token"": ""re‌ceive"", ""start"": 474, ""end"": 481, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00024.6b5437b14d403176c3f046c871b5b52f,00024__salted__extended__cp200D__single.6b5437b14d403176c3f046c871b5b52f,extended,200D,single,,0,3,True,[],"[{""original_token"": ""Fees"", ""salted_token"": ""Fe‍es"", ""start"": 185, ""end"": 189, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""receive"", ""salted_token"": ""re‍ceive"", ""start"": 433, ""end"": 440, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""receive"", ""salted_token"": ""re‍ceive"", ""start"": 474, ""end"": 481, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00024.6b5437b14d403176c3f046c871b5b52f,00024__salted__extended__cp00AD__single.6b5437b14d403176c3f046c871b5b52f,extended,00AD,single,,0,3,True,[],"[{""original_token"": ""Fees"", ""salted_token"": ""Fe­es"", ""start"": 185, ""end"": 189, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""receive"", ""salted_token"": ""re­ceive"", ""start"": 433, ""end"": 440, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""receive"", ""salted_token"": ""re­ceive"", ""start"": 474, ""end"": 481, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00040.949a3d300eadb91d8745f1c1dab51133,00040__salted__extended__cp200B__single.949a3d300eadb91d8745f1c1dab51133,extended,200B,single,,0,3,True,[],"[{""original_token"": ""Dear"", ""salted_token"": ""De​ar"", ""start"": 0, ""end"": 4, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Sir"", ""salted_token"": ""Si​r"", ""start"": 5, ""end"": 8, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Madam"", ""salted_token"": ""Ma​dam"", ""start"": 12, ""end"": 17, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00040.949a3d300eadb91d8745f1c1dab51133,00040__salted__extended__cp200C__single.949a3d300eadb91d8745f1c1dab51133,extended,200C,single,,0,3,True,[],"[{""original_token"": ""Dear"", ""salted_token"": ""De‌ar"", ""start"": 0, ""end"": 4, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Sir"", ""salted_token"": ""Si‌r"", ""start"": 5, ""end"": 8, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Madam"", ""salted_token"": ""Ma‌dam"", ""start"": 12, ""end"": 17, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00040.949a3d300eadb91d8745f1c1dab51133,00040__salted__extended__cp200D__single.949a3d300eadb91d8745f1c1dab51133,extended,200D,single,,0,3,True,[],"[{""original_token"": ""Dear"", ""salted_token"": ""De‍ar"", ""start"": 0, ""end"": 4, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Sir"", ""salted_token"": ""Si‍r"", ""start"": 5, ""end"": 8, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Madam"", ""salted_token"": ""Ma‍dam"", ""start"": 12, ""end"": 17, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00040.949a3d300eadb91d8745f1c1dab51133,00040__salted__extended__cp00AD__single.949a3d300eadb91d8745f1c1dab51133,extended,00AD,single,,0,3,True,[],"[{""original_token"": ""Dear"", ""salted_token"": ""De­ar"", ""start"": 0, ""end"": 4, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Sir"", ""salted_token"": ""Si­r"", ""start"": 5, ""end"": 8, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Madam"", ""salted_token"": ""Ma­dam"", ""start"": 12, ""end"": 17, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00041.f1b3402799046db3c1f143a911dc085d,00041__salted__extended__cp200B__single.f1b3402799046db3c1f143a911dc085d,extended,200B,single,,0,3,True,[],"[{""original_token"": ""Dear"", ""salted_token"": ""De​ar"", ""start"": 0, ""end"": 4, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Sir"", ""salted_token"": ""Si​r"", ""start"": 5, ""end"": 8, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Madam"", ""salted_token"": ""Ma​dam"", ""start"": 12, ""end"": 17, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00041.f1b3402799046db3c1f143a911dc085d,00041__salted__extended__cp200C__single.f1b3402799046db3c1f143a911dc085d,extended,200C,single,,0,3,True,[],"[{""original_token"": ""Dear"", ""salted_token"": ""De‌ar"", ""start"": 0, ""end"": 4, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Sir"", ""salted_token"": ""Si‌r"", ""start"": 5, ""end"": 8, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Madam"", ""salted_token"": ""Ma‌dam"", ""start"": 12, ""end"": 17, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00041.f1b3402799046db3c1f143a911dc085d,00041__salted__extended__cp200D__single.f1b3402799046db3c1f143a911dc085d,extended,200D,single,,0,3,True,[],"[{""original_token"": ""Dear"", ""salted_token"": ""De‍ar"", ""start"": 0, ""end"": 4, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Sir"", ""salted_token"": ""Si‍r"", ""start"": 5, ""end"": 8, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Madam"", ""salted_token"": ""Ma‍dam"", ""start"": 12, ""end"": 17, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00041.f1b3402799046db3c1f143a911dc085d,00041__salted__extended__cp00AD__single.f1b3402799046db3c1f143a911dc085d,extended,00AD,single,,0,3,True,[],"[{""original_token"": ""Dear"", ""salted_token"": ""De­ar"", ""start"": 0, ""end"": 4, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Sir"", ""salted_token"": ""Si­r"", ""start"": 5, ""end"": 8, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Madam"", ""salted_token"": ""Ma­dam"", ""start"": 12, ""end"": 17, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00045.7282c2c4e009744f2f3450d370009235,00045__salted__extended__cp200B__single.7282c2c4e009744f2f3450d370009235,extended,200B,single,,0,1,True,[],"[{""original_token"": ""Guaranteed"", ""salted_token"": ""Gu​aranteed"", ""start"": 87, ""end"": 97, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00045.7282c2c4e009744f2f3450d370009235,00045__salted__extended__cp200C__single.7282c2c4e009744f2f3450d370009235,extended,200C,single,,0,1,True,[],"[{""original_token"": ""Guaranteed"", ""salted_token"": ""Gu‌aranteed"", ""start"": 87, ""end"": 97, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00045.7282c2c4e009744f2f3450d370009235,00045__salted__extended__cp200D__single.7282c2c4e009744f2f3450d370009235,extended,200D,single,,0,1,True,[],"[{""original_token"": ""Guaranteed"", ""salted_token"": ""Gu‍aranteed"", ""start"": 87, ""end"": 97, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00045.7282c2c4e009744f2f3450d370009235,00045__salted__extended__cp00AD__single.7282c2c4e009744f2f3450d370009235,extended,00AD,single,,0,1,True,[],"[{""original_token"": ""Guaranteed"", ""salted_token"": ""Gu­aranteed"", ""start"": 87, ""end"": 97, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00054.62863160db27f89df8c73275b6dae134,00054__salted__extended__cp200B__single.62863160db27f89df8c73275b6dae134,extended,200B,single,,1,0,False,"[{""original_token"": ""ADV"", ""salted_token"": ""AD​V"", ""start"": 0, ""end"": 3, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]",[]
00054.62863160db27f89df8c73275b6dae134,00054__salted__extended__cp200C__single.62863160db27f89df8c73275b6dae134,extended,200C,single,,1,0,False,"[{""original_token"": ""ADV"", ""salted_token"": ""AD‌V"", ""start"": 0, ""end"": 3, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]",[]
00054.62863160db27f89df8c73275b6dae134,00054__salted__extended__cp200D__single.62863160db27f89df8c73275b6dae134,extended,200D,single,,1,0,False,"[{""original_token"": ""ADV"", ""salted_token"": ""AD‍V"", ""start"": 0, ""end"": 3, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]",[]
00054.62863160db27f89df8c73275b6dae134,00054__salted__extended__cp00AD__single.62863160db27f89df8c73275b6dae134,extended,00AD,single,,1,0,False,"[{""original_token"": ""ADV"", ""salted_token"": ""AD­V"", ""start"": 0, ""end"": 3, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]",[]
00058.64bb1902c4e561fb3e521a6dbf8625be,00058__salted__extended__cp200B__single.64bb1902c4e561fb3e521a6dbf8625be,extended,200B,single,,1,0,False,"[{""original_token"": ""Insurance"", ""salted_token"": ""In​surance"", ""start"": 5, ""end"": 14, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]",[]
00058.64bb1902c4e561fb3e521a6dbf8625be,00058__salted__extended__cp200C__single.64bb1902c4e561fb3e521a6dbf8625be,extended,200C,single,,1,0,False,"[{""original_token"": ""Insurance"", ""salted_token"": ""In‌surance"", ""start"": 5, ""end"": 14, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]",[]
00058.64bb1902c4e561fb3e521a6dbf8625be,00058__salted__extended__cp200D__single.64bb1902c4e561fb3e521a6dbf8625be,extended,200D,single,,1,0,False,"[{""original_token"": ""Insurance"", ""salted_token"": ""In‍surance"", ""start"": 5, ""end"": 14, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]",[]
00058.64bb1902c4e561fb3e521a6dbf8625be,00058__salted__extended__cp00AD__single.64bb1902c4e561fb3e521a6dbf8625be,extended,00AD,single,,1,0,False,"[{""original_token"": ""Insurance"", ""salted_token"": ""In­surance"", ""start"": 5, ""end"": 14, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]",[]
00064.65b95365450ebe5eef61e7f1c60edc5e,00064__salted__extended__cp200B__single.65b95365450ebe5eef61e7f1c60edc5e,extended,200B,single,,0,2,True,[],"[{""original_token"": ""Premium"", ""salted_token"": ""Pr​emium"", ""start"": 48, ""end"": 55, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Earn"", ""salted_token"": ""Ea​rn"", ""start"": 109, ""end"": 113, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00064.65b95365450ebe5eef61e7f1c60edc5e,00064__salted__extended__cp200C__single.65b95365450ebe5eef61e7f1c60edc5e,extended,200C,single,,0,2,True,[],"[{""original_token"": ""Premium"", ""salted_token"": ""Pr‌emium"", ""start"": 48, ""end"": 55, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Earn"", ""salted_token"": ""Ea‌rn"", ""start"": 109, ""end"": 113, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00064.65b95365450ebe5eef61e7f1c60edc5e,00064__salted__extended__cp200D__single.65b95365450ebe5eef61e7f1c60edc5e,extended,200D,single,,0,2,True,[],"[{""original_token"": ""Premium"", ""salted_token"": ""Pr‍emium"", ""start"": 48, ""end"": 55, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Earn"", ""salted_token"": ""Ea‍rn"", ""start"": 109, ""end"": 113, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00064.65b95365450ebe5eef61e7f1c60edc5e,00064__salted__extended__cp00AD__single.65b95365450ebe5eef61e7f1c60edc5e,extended,00AD,single,,0,2,True,[],"[{""original_token"": ""Premium"", ""salted_token"": ""Pr­emium"", ""start"": 48, ""end"": 55, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Earn"", ""salted_token"": ""Ea­rn"", ""start"": 109, ""end"": 113, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00067.ec108870b01dc3ccb8fabc5def869ca5,00067__salted__extended__cp200B__single.ec108870b01dc3ccb8fabc5def869ca5,extended,200B,single,,1,0,False,"[{""original_token"": ""SYSTEMWORKS"", ""salted_token"": ""SY​STEMWORKS"", ""start"": 35, ""end"": 46, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]",[]
00067.ec108870b01dc3ccb8fabc5def869ca5,00067__salted__extended__cp200C__single.ec108870b01dc3ccb8fabc5def869ca5,extended,200C,single,,1,0,False,"[{""original_token"": ""SYSTEMWORKS"", ""salted_token"": ""SY‌STEMWORKS"", ""start"": 35, ""end"": 46, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]",[]
00067.ec108870b01dc3ccb8fabc5def869ca5,00067__salted__extended__cp200D__single.ec108870b01dc3ccb8fabc5def869ca5,extended,200D,single,,1,0,False,"[{""original_token"": ""SYSTEMWORKS"", ""salted_token"": ""SY‍STEMWORKS"", ""start"": 35, ""end"": 46, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]",[]
00067.ec108870b01dc3ccb8fabc5def869ca5,00067__salted__extended__cp00AD__single.ec108870b01dc3ccb8fabc5def869ca5,extended,00AD,single,,1,0,False,"[{""original_token"": ""SYSTEMWORKS"", ""salted_token"": ""SY­STEMWORKS"", ""start"": 35, ""end"": 46, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]",[]
00090.52630c4c07cd069c7bc7658c1a7a7253,00090__salted__extended__cp200B__single.52630c4c07cd069c7bc7658c1a7a7253,extended,200B,single,,0,3,True,[],"[{""original_token"": ""annuity"", ""salted_token"": ""an​nuity"", ""start"": 28, ""end"": 35, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Earn"", ""salted_token"": ""Ea​rn"", ""start"": 47, ""end"": 51, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""annuity"", ""salted_token"": ""an​nuity"", ""start"": 85, ""end"": 92, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00090.52630c4c07cd069c7bc7658c1a7a7253,00090__salted__extended__cp200C__single.52630c4c07cd069c7bc7658c1a7a7253,extended,200C,single,,0,3,True,[],"[{""original_token"": ""annuity"", ""salted_token"": ""an‌nuity"", ""start"": 28, ""end"": 35, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Earn"", ""salted_token"": ""Ea‌rn"", ""start"": 47, ""end"": 51, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""annuity"", ""salted_token"": ""an‌nuity"", ""start"": 85, ""end"": 92, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00090.52630c4c07cd069c7bc7658c1a7a7253,00090__salted__extended__cp200D__single.52630c4c07cd069c7bc7658c1a7a7253,extended,200D,single,,0,3,True,[],"[{""original_token"": ""annuity"", ""salted_token"": ""an‍nuity"", ""start"": 28, ""end"": 35, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Earn"", ""salted_token"": ""Ea‍rn"", ""start"": 47, ""end"": 51, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""annuity"", ""salted_token"": ""an‍nuity"", ""start"": 85, ""end"": 92, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00090.52630c4c07cd069c7bc7658c1a7a7253,00090__salted__extended__cp00AD__single.52630c4c07cd069c7bc7658c1a7a7253,extended,00AD,single,,0,3,True,[],"[{""original_token"": ""annuity"", ""salted_token"": ""an­nuity"", ""start"": 28, ""end"": 35, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Earn"", ""salted_token"": ""Ea­rn"", ""start"": 47, ""end"": 51, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""annuity"", ""salted_token"": ""an­nuity"", ""start"": 85, ""end"": 92, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00105.d8f25617befc5289aa4ed9602457050b,00105__salted__extended__cp200B__single.d8f25617befc5289aa4ed9602457050b,extended,200B,single,,1,0,False,"[{""original_token"": ""Loans"", ""salted_token"": ""Lo​ans"", ""start"": 5, ""end"": 10, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]",[]
00105.d8f25617befc5289aa4ed9602457050b,00105__salted__extended__cp200C__single.d8f25617befc5289aa4ed9602457050b,extended,200C,single,,1,0,False,"[{""original_token"": ""Loans"", ""salted_token"": ""Lo‌ans"", ""start"": 5, ""end"": 10, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]",[]
00105.d8f25617befc5289aa4ed9602457050b,00105__salted__extended__cp200D__single.d8f25617befc5289aa4ed9602457050b,extended,200D,single,,1,0,False,"[{""original_token"": ""Loans"", ""salted_token"": ""Lo‍ans"", ""start"": 5, ""end"": 10, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]",[]
00105.d8f25617befc5289aa4ed9602457050b,00105__salted__extended__cp00AD__single.d8f25617befc5289aa4ed9602457050b,extended,00AD,single,,1,0,False,"[{""original_token"": ""Loans"", ""salted_token"": ""Lo­ans"", ""start"": 5, ""end"": 10, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]",[]
