message_id,variant_filename,vocab_type,codepoint,salt_mode,fragment_max_positions,n_insert_subject,n_insert_body,body_part_found,subject_targets,body_targets
00002.9438920e9a55591b18e60d1ed37d992b,00002__salted__broad__cp200D__single.9438920e9a55591b18e60d1ed37d992b,broad,200D,single,,1,0,False,"[{""original_token"": ""Shipping"", ""salted_token"": ""Sh‍ipping"", ""start"": 34, ""end"": 42, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]",[]
00002.9438920e9a55591b18e60d1ed37d992b,00002__salted__broad__cp00AD__single.9438920e9a55591b18e60d1ed37d992b,broad,00AD,single,,1,0,False,"[{""original_token"": ""Shipping"", ""salted_token"": ""Sh­ipping"", ""start"": 34, ""end"": 42, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]",[]
00005.57696a39d7d84318ce497886896bf90d,00005__salted__broad__cp200B__single.57696a39d7d84318ce497886896bf90d,broad,200B,single,,1,3,True,"[{""original_token"": ""Guaranteed"", ""salted_token"": ""Gu​aranteed"", ""start"": 18, ""end"": 28, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]","[{""original_token"": ""Guaranteed"", ""salted_token"": ""Gu​aranteed"", ""start"": 47, ""end"": 57, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""lose"", ""salted_token"": ""lo​se"", ""start"": 61, ""end"": 65, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Risk"", ""salted_token"": ""Ri​sk"", ""start"": 153, ""end"": 157, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00005.57696a39d7d84318ce497886896bf90d,00005__salted__broad__cp200C__single.57696a39d7d84318ce497886896bf90d,broad,200C,single,,1,3,True,"[{""original_token"": ""Guaranteed"", ""salted_token"": ""Gu‌aranteed"", ""start"": 18, ""end"": 28, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]","[{""original_token"": ""Guaranteed"", ""salted_token"": ""Gu‌aranteed"", ""start"": 47, ""end"": 57, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""lose"", ""salted_token"": ""lo‌se"", ""start"": 61, ""end"": 65, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Risk"", ""salted_token"": ""Ri‌sk"", ""start"": 153, ""end"": 157, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00005.57696a39d7d84318ce497886896bf90d,00005__salted__broad__cp200D__single.57696a39d7d84318ce497886896bf90d,broad,200D,single,,1,3,True,"[{""original_token"": ""Guaranteed"", ""salted_token"": ""Gu‍aranteed"", ""start"": 18, ""end"": 28, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]","[{""original_token"": ""Guaranteed"", ""salted_token"": ""Gu‍aranteed"", ""start"": 47, ""end"": 57, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""lose"", ""salted_token"": ""lo‍se"", ""start"": 61, ""end"": 65, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Risk"", ""salted_token"": ""Ri‍sk"", ""start"": 153, ""end"": 157, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00005.57696a39d7d84318ce497886896bf90d,00005__salted__broad__cp00AD__single.57696a39d7d84318ce497886896bf90d,broad,00AD,single,,1,3,True,"[{""original_token"": ""Guaranteed"", ""salted_token"": ""Gu­aranteed"", ""start"": 18, ""end"": 28, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]","[{""original_token"": ""Guaranteed"", ""salted_token"": ""Gu­aranteed"", ""start"": 47, ""end"": 57, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""lose"", ""salted_token"": ""lo­se"", ""start"": 61, ""end"": 65, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Risk"", ""salted_token"": ""Ri­sk"", ""start"": 153, ""end"": 157, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00005.ed0aba4d386c5e62bc737cf3f0ed9589,00005__salted__broad__cp200B__single.ed0aba4d386c5e62bc737cf3f0ed9589,broad,200B,single,,1,0,False,"[{""original_token"": ""Cash"", ""salted_token"": ""Ca​sh"", ""start"": 12, ""end"": 16, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]",[]
00005.ed0aba4d386c5e62bc737cf3f0ed9589,00005__salted__broad__cp200C__single.ed0aba4d386c5e62bc737cf3f0ed9589,broad,200C,single,,1,0,False,"[{""original_token"": ""Cash"", ""salted_token"": ""Ca‌sh"", ""start"": 12, ""end"": 16, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]",[]
00005.ed0aba4d386c5e62bc737cf3f0ed9589,00005__salted__broad__cp200D__single.ed0aba4d386c5e62bc737cf3f0ed9589,broad,200D,single,,1,0,False,"[{""original_token"": ""Cash"", ""salted_token"": ""Ca‍sh"", ""start"": 12, ""end"": 16, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]",[]
00005.ed0aba4d386c5e62bc737cf3f0ed9589,00005__salted__broad__cp00AD__single.ed0aba4d386c5e62bc737cf3f0ed9589,broad,00AD,single,,1,0,False,"[{""original_token"": ""Cash"", ""salted_token"": ""Ca­sh"", ""start"": 12, ""end"": 16, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]",[]
00006.5ab5620d3d7c6c0db76234556a16f6c1,00006__salted__broad__cp200B__single.5ab5620d3d7c6c0db76234556a16f6c1,broad,200B,single,,1,3,True,"[{""original_token"": ""Bank"", ""salted_token"": ""Ba​nk"", ""start"": 9, ""end"": 13, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]","[{""original_token"": ""CASH"", ""salted_token"": ""CA​SH"", ""start"": 236, ""end"": 240, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""financial"", ""salted_token"": ""fi​nancial"", ""start"": 418, ""end"": 427, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Testimonials"", ""salted_token"": ""Te​stimonials"", ""start"": 526, ""end"": 538, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00006.5ab5620d3d7c6c0db76234556a16f6c1,00006__salted__broad__cp200C__single.5ab5620d3d7c6c0db76234556a16f6c1,broad,200C,single,,1,3,True,"[{""original_token"": ""Bank"", ""salted_token"": ""Ba‌nk"", ""start"": 9, ""end"": 13, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]","[{""original_token"": ""CASH"", ""salted_token"": ""CA‌SH"", ""start"": 236, ""end"": 240, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""financial"", ""salted_token"": ""fi‌nancial"", ""start"": 418, ""end"": 427, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Testimonials"", ""salted_token"": ""Te‌stimonials"", ""start"": 526, ""end"": 538, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00006.5ab5620d3d7c6c0db76234556a16f6c1,00006__salted__broad__cp200D__single.5ab5620d3d7c6c0db76234556a16f6c1,broad,200D,single,,1,3,True,"[{""original_token"": ""Bank"", ""salted_token"": ""Ba‍nk"", ""start"": 9, ""end"": 13, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]","[{""original_token"": ""CASH"", ""salted_token"": ""CA‍SH"", ""start"": 236, ""end"": 240, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""financial"", ""salted_token"": ""fi‍nancial"", ""start"": 418, ""end"": 427, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Testimonials"", ""salted_token"": ""Te‍stimonials"", ""start"": 526, ""end"": 538, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00006.5ab5620d3d7c6c0db76234556a16f6c1,00006__salted__broad__cp00AD__single.5ab5620d3d7c6c0db76234556a16f6c1,broad,00AD,single,,1,3,True,"[{""original_token"": ""Bank"", ""salted_token"": ""Ba­nk"", ""start"": 9, ""end"": 13, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]","[{""original_token"": ""CASH"", ""salted_token"": ""CA­SH"", ""start"": 236, ""end"": 240, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""financial"", ""salted_token"": ""fi­nancial"", ""start"": 418, ""end"": 427, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Testimonials"", ""salted_token"": ""Te­stimonials"", ""start"": 526, ""end"": 538, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00007.acefeee792b5298f8fee175f9f65c453,00007__salted__broad__cp200B__single.acefeee792b5298f8fee175f9f65c453,broad,200B,single,,0,3,True,[],"[{""original_token"": ""Sir"", ""salted_token"": ""Si​r"", ""start"": 60, ""end"": 63, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Madam"", ""salted_token"": ""Ma​dam"", ""start"": 64, ""end"": 69, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""wish"", ""salted_token"": ""wi​sh"", ""start"": 986, ""end"": 990, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00007.acefeee792b5298f8fee175f9f65c453,00007__salted__broad__cp200C__single.acefeee792b5298f8fee175f9f65c453,broad,200C,single,,0,3,True,[],"[{""original_token"": ""Sir"", ""salted_token"": ""Si‌r"", ""start"": 60, ""end"": 63, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Madam"", ""salted_token"": ""Ma‌dam"", ""start"": 64, ""end"": 69, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""wish"", ""salted_token"": ""wi‌sh"", ""start"": 986, ""end"": 990, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00007.acefeee792b5298f8fee175f9f65c453,00007__salted__broad__cp200D__single.acefeee792b5298f8fee175f9f65c453,broad,200D,single,,0,3,True,[],"[{""original_token"": ""Sir"", ""salted_token"": ""Si‍r"", ""start"": 60, ""end"": 63, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Madam"", ""salted_token"": ""Ma‍dam"", ""start"": 64, ""end"": 69, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""wish"", ""salted_token"": ""wi‍sh"", ""start"": 986, ""end"": 990, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00007.acefeee792b5298f8fee175f9f65c453,00007__salted__broad__cp00AD__single.acefeee792b5298f8fee175f9f65c453,broad,00AD,single,,0,3,True,[],"[{""original_token"": ""Sir"", ""salted_token"": ""Si­r"", ""start"": 60, ""end"": 63, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Madam"", ""salted_token"": ""Ma­dam"", ""start"": 64, ""end"": 69, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""wish"", ""salted_token"": ""wi­sh"", ""start"": 986, ""end"": 990, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00007.d8521faf753ff9ee989122f6816f87d7,00007__salted__broad__cp200B__single.d8521faf753ff9ee989122f6816f87d7,broad,200B,single,,1,3,True,"[{""original_token"": ""FORTUNE"", ""salted_token"": ""FO​RTUNE"", ""start"": 0, ""end"": 7, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]","[{""original_token"": ""fortune"", ""salted_token"": ""fo​rtune"", ""start"": 35, ""end"": 42, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""opportunity"", ""salted_token"": ""op​portunity"", ""start"": 166, ""end"": 177, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""income"", ""salted_token"": ""in​come"", ""start"": 199, ""end"": 205, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00007.d8521faf753ff9ee989122f6816f87d7,00007__salted__broad__cp200C__single.d8521faf753ff9ee989122f6816f87d7,broad,200C,single,,1,3,True,"[{""original_token"": ""FORTUNE"", ""salted_token"": ""FO‌RTUNE"", ""start"": 0, ""end"": 7, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]","[{""original_token"": ""fortune"", ""salted_token"": ""fo‌rtune"", ""start"": 35, ""end"": 42, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""opportunity"", ""salted_token"": ""op‌portunity"", ""start"": 166, ""end"": 177, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""income"", ""salted_token"": ""in‌come"", ""start"": 199, ""end"": 205, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00007.d8521faf753ff9ee989122f6816f87d7,00007__salted__broad__cp200D__single.d8521faf753ff9ee989122f6816f87d7,broad,200D,single,,1,3,True,"[{""original_token"": ""FORTUNE"", ""salted_token"": ""FO‍RTUNE"", ""start"": 0, ""end"": 7, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]","[{""original_token"": ""fortune"", ""salted_token"": ""fo‍rtune"", ""start"": 35, ""end"": 42, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""opportunity"", ""salted_token"": ""op‍portunity"", ""start"": 166, ""end"": 177, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""income"", ""salted_token"": ""in‍come"", ""start"": 199, ""end"": 205, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00007.d8521faf753ff9ee989122f6816f87d7,00007__salted__broad__cp00AD__single.d8521faf753ff9ee989122f6816f87d7,broad,00AD,single,,1,3,True,"[{""original_token"": ""FORTUNE"", ""salted_token"": ""FO­RTUNE"", ""start"": 0, ""end"": 7, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]","[{""original_token"": ""fortune"", ""salted_token"": ""fo­rtune"", ""start"": 35, ""end"": 42, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""opportunity"", ""salted_token"": ""op­portunity"", ""start"": 166, ""end"": 177, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""income"", ""salted_token"": ""in­come"", ""start"": 199, ""end"": 205, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00009.027bf6e0b0c4ab34db3ce0ea4bf2edab,00009__salted__broad__cp200B__single.027bf6e0b0c4ab34db3ce0ea4bf2edab,broad,200B,single,,1,3,True,"[{""original_token"": ""Bank"", ""salted_token"": ""Ba​nk"", ""start"": 42, ""end"": 46, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]","[{""original_token"": ""RECEIVE"", ""salted_token"": ""RE​CEIVE"", ""start"": 82, ""end"": 89, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""CASH"", ""salted_token"": ""CA​SH"", ""start"": 160, ""end"": 164, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""financial"", ""salted_token"": ""fi​nancial"", ""start"": 672, ""end"": 681, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00009.027bf6e0b0c4ab34db3ce0ea4bf2edab,00009__salted__broad__cp200C__single.027bf6e0b0c4ab34db3ce0ea4bf2edab,broad,200C,single,,1,3,True,"[{""original_token"": ""Bank"", ""salted_token"": ""Ba‌nk"", ""start"": 42, ""end"": 46, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]","[{""original_token"": ""RECEIVE"", ""salted_token"": ""RE‌CEIVE"", ""start"": 82, ""end"": 89, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""CASH"", ""salted_token"": ""CA‌SH"", ""start"": 160, ""end"": 164, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""financial"", ""salted_token"": ""fi‌nancial"", ""start"": 672, ""end"": 681, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00009.027bf6e0b0c4ab34db3ce0ea4bf2edab,00009__salted__broad__cp200D__single.027bf6e0b0c4ab34db3ce0ea4bf2edab,broad,200D,single,,1,3,True,"[{""original_token"": ""Bank"", ""salted_token"": ""Ba‍nk"", ""start"": 42, ""end"": 46, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]","[{""original_token"": ""RECEIVE"", ""salted_token"": ""RE‍CEIVE"", ""start"": 82, ""end"": 89, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""CASH"", ""salted_token"": ""CA‍SH"", ""start"": 160, ""end"": 164, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""financial"", ""salted_token"": ""fi‍nancial"", ""start"": 672, ""end"": 681, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00009.027bf6e0b0c4ab34db3ce0ea4bf2edab,00009__salted__broad__cp00AD__single.027bf6e0b0c4ab34db3ce0ea4bf2edab,broad,00AD,single,,1,3,True,"[{""original_token"": ""Bank"", ""salted_token"": ""Ba­nk"", ""start"": 42, ""end"": 46, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]","[{""original_token"": ""RECEIVE"", ""salted_token"": ""RE­CEIVE"", ""start"": 82, ""end"": 89, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""CASH"", ""salted_token"": ""CA­SH"", ""start"": 160, ""end"": 164, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""financial"", ""salted_token"": ""fi­nancial"", ""start"": 672, ""end"": 681, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00011.61816b9ad167657773a427d890d0468e,00011__salted__broad__cp200B__single.61816b9ad167657773a427d890d0468e,broad,200B,single,,0,3,True,[],"[{""original_token"": ""Wholesale"", ""salted_token"": ""Wh​olesale"", ""start"": 40, ""end"": 49, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Prices"", ""salted_token"": ""Pr​ices"", ""start"": 50, ""end"": 56, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""merchant"", ""salted_token"": ""me​rchant"", ""start"": 90, ""end"": 98, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00011.61816b9ad167657773a427d890d0468e,00011__salted__broad__cp200C__single.61816b9ad167657773a427d890d0468e,broad,200C,single,,0,3,True,[],"[{""original_token"": ""Wholesale"", ""salted_token"": ""Wh‌olesale"", ""start"": 40, ""end"": 49, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Prices"", ""salted_token"": ""Pr‌ices"", ""start"": 50, ""end"": 56, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""merchant"", ""salted_token"": ""me‌rchant"", ""start"": 90, ""end"": 98, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00011.61816b9ad167657773a427d890d0468e,00011__salted__broad__cp200D__single.61816b9ad167657773a427d890d0468e,broad,200D,single,,0,3,True,[],"[{""original_token"": ""Wholesale"", ""salted_token"": ""Wh‍olesale"", ""start"": 40, ""end"": 49, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Prices"", ""salted_token"": ""Pr‍ices"", ""start"": 50, ""end"": 56, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""merchant"", ""salted_token"": ""me‍rchant"", ""start"": 90, ""end"": 98, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00011.61816b9ad167657773a427d890d0468e,00011__salted__broad__cp00AD__single.61816b9ad167657773a427d890d0468e,broad,00AD,single,,0,3,True,[],"[{""original_token"": ""Wholesale"", ""salted_token"": ""Wh­olesale"", ""start"": 40, ""end"": 49, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Prices"", ""salted_token"": ""Pr­ices"", ""start"": 50, ""end"": 56, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""merchant"", ""salted_token"": ""me­rchant"", ""start"": 90, ""end"": 98, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00013.d3f0b591a65f116ea5d9d4ad919f83aa,00013__salted__broad__cp200B__single.d3f0b591a65f116ea5d9d4ad919f83aa,broad,200B,single,,0,3,True,[],"[{""original_token"": ""Risk"", ""salted_token"": ""Ri​sk"", ""start"": 13, ""end"": 17, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Guaranteed"", ""salted_token"": ""Gu​aranteed"", ""start"": 87, ""end"": 97, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""lose"", ""salted_token"": ""lo​se"", ""start"": 101, ""end"": 105, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00013.d3f0b591a65f116ea5d9d4ad919f83aa,00013__salted__broad__cp200C__single.d3f0b591a65f116ea5d9d4ad919f83aa,broad,200C,single,,0,3,True,[],"[{""original_token"": ""Risk"", ""salted_token"": ""Ri‌sk"", ""start"": 13, ""end"": 17, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Guaranteed"", ""salted_token"": ""Gu‌aranteed"", ""start"": 87, ""end"": 97, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""lose"", ""salted_token"": ""lo‌se"", ""start"": 101, ""end"": 105, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00013.d3f0b591a65f116ea5d9d4ad919f83aa,00013__salted__broad__cp200D__single.d3f0b591a65f116ea5d9d4ad919f83aa,broad,200D,single,,0,3,True,[],"[{""original_token"": ""Risk"", ""salted_token"": ""Ri‍sk"", ""start"": 13, ""end"": 17, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Guaranteed"", ""salted_token"": ""Gu‍aranteed"", ""start"": 87, ""end"": 97, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""lose"", ""salted_token"": ""lo‍se"", ""start"": 101, ""end"": 105, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00013.d3f0b591a65f116ea5d9d4ad919f83aa,00013__salted__broad__cp00AD__single.d3f0b591a65f116ea5d9d4ad919f83aa,broad,00AD,single,,0,3,True,[],"[{""original_token"": ""Risk"", ""salted_token"": ""Ri­sk"", ""start"": 13, ""end"": 17, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""Guaranteed"", ""salted_token"": ""Gu­aranteed"", ""start"": 87, ""end"": 97, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""lose"", ""salted_token"": ""lo­se"", ""start"": 101, ""end"": 105, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
